,price,address,bedrooms,bathrooms,floor_area
610,"€390,000 ","17 Bramblefield Park, Clonee, Clonee, Dublin 15",3 Bed,3 Bath,114 m²
611,"€250,000 ","Apartment 8, The Landey, Santry, Dublin 9",2 Bed,2 Bath,65 m²
612,"€575,000 ","24 Seafield Road, Blackrock, Co. Dublin",4 Bed,1 Bath,100 m²
613,"€295,000 ","85 Kildare Road, Crumlin, Crumlin, Dublin 12",3 Bed,1 Bath,72 m²
614,"€450,000 ","74 Crumlin Road, Crumlin, Dublin 12",2 Bed,3 Bath,97 m²
615,"€1,200,000 ","41 Orwell Park, Rathgar, Dublin 6",4 Bed,3 Bath,161 m²
616,"€250,000 ","Apt. 19 Cranford Court Stillorgan Road Dublin 4, Donnybrook, Dublin 4",1 Bed,1 Bath,50 m²
617,"€450,000 ","309 Nutgrove Avenue Churchtown Dublin 14, Churchtown, Dublin 14",3 Bed,1 Bath,89 m²
618,"€375,000 ","7 Faussagh Road, Cabra, Cabra, Dublin 7",3 Bed,1 Bath,85 m²
619,"€440,000 ","119 Cherryfield Road, Walkinstown, Walkinstown, Dublin 12",3 Bed,1 Bath,108 m²
620,"€579,000 ","189 Moyville, Rathfarnham, Dublin 16",4 Bed,2 Bath,123 m²
621,"€1,500,000 ","144 Tritonville Road, Sandymount, Dublin 4",3 Bed,3 Bath,186 m²
622,"€315,000 ","66 Aughavannagh Road, Crumlin, Crumlin, Dublin 12",2 Bed,1 Bath,70 m²
623,"€274,950 ","Apartment 66, Mayeston Crescent, Saint Margaret's Road, Finglas, Dublin 11",2 Bed,2 Bath,68 m²
624,"€179,950 ","14 Saint Canice's Court, Cappagh Green, Finglas, Dublin 11",2 Bed,1 Bath,63 m²
625,"€275,000 ","Apartment 24, Georges Quay Apartments, Dublin 2",1 Bed,1 Bath,43 m²
626,"€675,000 ","Festina, Ash Grove, Dun Laoghaire, Co. Dublin",3 Bed,2 Bath,152 m²
627,"€450,000 ","42 Craigford Drive, Killester, Dublin 5",3 Bed,1 Bath,98 m²
628,"€385,000 ","Apartment 15, Camden Lock, Ringsend, Dublin 4",2 Bed,1 Bath,63 m²
629,"€360,000 ","47 Grosvenor Lodge, Rathmines, Dublin 6",2 Bed,1 Bath,53 m²
630,"€335,000 ","Apartment 107, Kilmainham Bank, Kilmainham, Dublin 8",3 Bed,1 Bath,750 m²
631,"€370,000 ","Apartment 23, Crosbie House, Northbrook Avenue, Ranelagh, Dublin 6",2 Bed,1 Bath,50 m²
632,"€2,150,000 ","38 Belgrave Square West, Rathmines, Dublin 6",4 Bed,4 Bath,232 m²
633,"€350,000 ","90 Wyckham Point, Dundrum, Dublin 16",1 Bed,1 Bath,49 m²
634,"€275,000 ","28 Slane Road, Crumlin, Crumlin, Dublin 12",2 Bed,1 Bath,84 m²
635,"€750,000 ","THE IVY STUDIOS, 36 Faussagh Avenue, Cabra, Dublin 7",3 Bed,3 Bath,220 m²
636,"€275,000 ","26 The Corn Exchange Poolbeg Street Dublin 2, Dublin 2",1 Bed,1 Bath,42 m²
637,"€349,950 ","29 Red Arches Park, Baldoyle, Dublin 13",3 Bed,2 Bath,103 m²
638,"€369,950 ","53 Saint Margaret's Road, Hampton Wood, Finglas, Dublin 11",4 Bed,3 Bath,150 m²
639,"€380,000 ","62 Saint Jarlath Road, Cabra, Dublin 7",3 Bed,2 Bath,74 m²
640,"€695,000 ","20 Belmont Drive, Stepaside, Dublin 18",5 Bed,5 Bath,165 m²
641,"€315,000 ","86 Fassaugh Avenue, Cabra, Dublin 7",3 Bed,1 Bath,85 m²
642,"€300,000 ","6 Irvine Terrace, East Wall, Dublin 3",2 Bed,1 Bath,65 m²
643,"€395,000 ","210 Saint Peter's Road, Walkinstown, Walkinstown, Dublin 12",4 Bed,2 Bath,125 m²
644,"€1,299,950 ","Meer, Church Road, Killiney, Co. Dublin",4 Bed,3 Bath,269 m²
645,"€435,000 ","46 Cremorne, Terenure, Dublin 6",2 Bed,1 Bath,73 m²
646,"€1,100,000 ","3 Annsbrook, Clonskeagh, Clonskeagh, Dublin 14",4 Bed,2 Bath,162 m²
647,"€375,000 ","1 Killarney Avenue, Killarney Street, Dublin 1",3 Bed,1 Bath,90 m²
648,"€320,000 ","21 Westpark, Tallaght, Tallaght, Dublin 24",3 Bed,1 Bath,108 m²
649,"€385,000 ","57 Belmayne Park North, Balgriffin, Belmayne",3 Bed,4 Bath,121 m²
650,"€925,000 ","Cedar House,  Quinns Road, Shankill, Dublin 18",4 Bed,4 Bath,162 m²
651,"€365,000 ","165 Shanliss Avenue, Santry, Santry, Dublin 9",3 Bed,1 Bath,104 m²
652,"€395,000 ","28 Shanowen Park, Santry, Santry, Dublin 9",3 Bed,1 Bath,79 m²
653,"€795,000 ","31 Fosterbrook, Stillorgan Road, Blackrock, Co. Dublin",4 Bed,2 Bath,116 m²
654,"€235,000 ","131 Premier Square, Finglas, Dublin 11",2 Bed,1 Bath,59 m²
655,"€220,000 ","1 Deerpark Place, Kiltipper, Dublin 24",2 Bed,1 Bath,55 m²
656,"€220,000 ","43 Marlfield Close, Kiltipper, Dublin 24",2 Bed,2 Bath,72 m²
657,"€1,695,000 ","47 Montpelier Parade, Monkstown, Co. Dublin",4 Bed,2 Bath,245 m²
658,"€1,595,000 ","9 Whitebeam Avenue, Clonskeagh, Dublin 14",5 Bed,3 Bath,192 m²
659,"€395,000 ","5 James Street North, North Strand, Dublin 3",2 Bed,2 Bath,70 m²
660,"€365,000 ","12 Lanesborough Gardens, Finglas, Dublin 11",3 Bed,3 Bath,122 m²
661,"€350,000 ","178 The Sweepstakes, Ballsbridge, Dublin 4",1 Bed,1 Bath,41 m²
662,"AMV: €395,000 ","3 Clancy Court, Clancy Road, Finglas, Dublin 11",3 Bed,2 Bath,80 m²
663,"€280,000 ","29 Raheen Road, Tallaght, Dublin 24",3 Bed,1 Bath,96 m²
664,"€270,000 ","17 Fernwood Park, Tallaght, Dublin 24",3 Bed,1 Bath,81 m²
665,"€270,000 ","144 Killtipper Gate, Tallaght, Dublin 24",3 Bed,2 Bath,94 m²
666,"€240,000 ","99 Temple Court, Northwood, Santry, Dublin 9",1 Bed,1 Bath,54 m²
667,"€335,000 ","87 Ridge Hall, Shanganagh Road, Ballybrack, Co. Dublin",2 Bed,2 Bath,77 m²
668,"€400,000 ","Apartment 14, Mercer House, Brennanstown Square, Cabinteely, Dublin 18",2 Bed,2 Bath,84 m²
669,"€870,000 ","23 Shrewsbury Park, Ballsbridge, Ballsbridge, Dublin 4",3 Bed,2 Bath,135 m²
670,"€395,000 ","1.2 Beaumont House, 60 Terenure Road East, Terenure, Dublin 6",2 Bed,1 Bath,78 m²
671,"€325,000 ","107 St Mary's Road, East Wall, Dublin 3",2 Bed,1 Bath,60 m²
672,"€695,000 ","42 Murphystown Road, Leopardstown, Dublin 18",4 Bed,3 Bath,150 m²
673,"€325,000 ","134 Stannaway Road, Crumlin, Dublin 12",2 Bed,1 Bath,52 m²
674,"€425,000 ","294 Sundrive Road, Crumlin, Dublin 12",3 Bed,1 Bath,88 m²
675,"€575,000 ","117 Charlemont, Griffith Avenue, Drumcondra, Dublin 9",3 Bed,2 Bath,94 m²
676,"€390,000 ","65 Belmayne Park North, Balgriffin, Belmayne",3 Bed,4 Bath,117 m²
677,"€279,000 ","Apartment 152, The Hardwicke, The Hardwicke, Dublin 7",2 Bed,1 Bath,51 m²
678,"€305,000 ","41 The Oval, Tullyvale, Cabinteely, Dublin 18",2 Bed,1 Bath,58 m²
679,"€1,085,000 ","62 Mount Street Upper Dublin 2, Dublin 2",2 Bed,2 Bath,115 m²
680,"€355,000 ","Apartment 427, Olcovar, Shankill, Dublin 18",2 Bed,2 Bath,71 m²
681,"€525,000 ","5 Saint Barnabas' Gardens, East Wall, East Wall, Dublin 3",4 Bed,2 Bath,123 m²
682,"€225,000 ","Apartment 410, Talbot Hall, Dublin 1",1 Bed,1 Bath,40 m²
683,"€280,000 ","49 St Johns Close, Clondalkin, Dublin 22",2 Bed,1 Bath,70 m²
684,"€325,000 ","10 Mount Eustace Rise, Tyrrelstown, Dublin 15",3 Bed,3 Bath,95 m²
685,"€370,000 ","Apartment 30, Cloncurry House, Dublin 1",2 Bed,2 Bath,57 m²
686,"€395,000 ","48 Clancy Avenue, Finglas East, Finglas, Dublin 11",3 Bed,2 Bath,103 m²
687,"€495,000 ","8 Cherryfield Avenue, Walkinstown, Dublin 12",3 Bed,1 Bath,113 m²
688,"€350,000 ","Apartment 245, John Hogan House, Loreto Abbey, Dublin 14",2 Bed,2 Bath,82 m²
689,"€484,950 ","60 ORourke Park, Sallynoggin, Co. Dublin",3 Bed,1 Bath,98 m²
690,"€525,000 ","117 Oliver Plunkett Road, Monkstown, Co. Dublin",3 Bed,2 Bath,92 m²
691,"€400,000 ","10 Butlers Place, Benson Street, Dublin 2",2 Bed,1 Bath,73 m²
692,"€445,000 ","1 Mount Drummond Square, Harold's Cross Road, Harold's Cross, Dublin 6",2 Bed,1 Bath,68 m²
693,"€445,000 ","16 Aughavannagh Road, Crumlin, Crumlin, Dublin 12",2 Bed,1 Bath,74 m²
694,"€185,000 ","Apartment 58, The Dargle, Prospect Hill, Finglas, Dublin 11",1 Bed,1 Bath,40 m²
695,"€645,000 ","19 Coolamber Park, Knocklyon, Dublin 16",4 Bed,3 Bath,129 m²
696,"€495,000 ","209 Moyville, Rathfarnham, Dublin 16",4 Bed,2 Bath,100 m²
697,"€1,895,000 ","42 Belmont Avenue, Donnybrook, Dublin 4",4 Bed,5 Bath,240 m²
698,"€350,000 ","12 Shanard Avenue, Santry, Dublin 9",3 Bed,1 Bath,94 m²
699,"€585,000 ","78 Granville Road, Cabinteely, Dublin 18",3 Bed,1 Bath,103 m²
700,"€525,000 ","Apartment 50, Orwell Hall, Rathgar, Dublin 6",1 Bed,1 Bath,64 m²
701,"€335,000 ","6 Slaney House, Custom House Square, Dublin 1",2 Bed,1 Bath,60 m²
702,"€265,000 ","4 Beresford House, Custom House Square, Dublin 1",1 Bed,1 Bath,41 m²
703,"€450,000 ","20 Turnapin Grove, Santry, Dublin 9",5 Bed,3 Bath,137 m²
704,"€400,000 ","9 Camden Avenue, Royal Canal Park, Royal Canal Park, Dublin 15",3 Bed,3 Bath,102 m²
705,"€670,000 ","69 Old Cabra Road, Cabra, Dublin 7",4 Bed,1 Bath,119 m²
706,"€375,000 ","108 Rialto Cottages, Rialto, Rialto, Dublin 8",2 Bed,1 Bath,74 m²
707,"€495,000 ","50 Cromwellsfort Road, Walkinstown, Dublin 12",3 Bed,1 Bath,133 m²
708,"€1,100,000 ","3 Old Orchard, Butterfield Avenue, Dublin 14",4 Bed,2 Bath,190 m²
709,"€585,000 ","40 Pecks Lane, Castleknock, Dublin 15",4 Bed,2 Bath,99 m²
710,"€850,000 ","Willoway, 41 Lynwood, Dundrum, Dublin 14",4 Bed,3 Bath,203 m²
711,"€499,000 ","Apartment 125, Cherry, Trimbleston, Goatstown, Dublin 14",2 Bed,2 Bath,76 m²
712,"€450,000 ","64 Culmore Road, Palmerstown, Palmerstown, Dublin 20",3 Bed,2 Bath,130 m²
713,"€425,000 ","3 Glenealy Road, Crumlin, Crumlin, Dublin 12",3 Bed,1 Bath,74 m²
714,"€460,000 ","9 Marne Villas, Grangegorman Lower, Phibsborough, Dublin 7",2 Bed,1 Bath,90 m²
715,"€185,000 ","92 Cedar Brook Avenue, Cherry Orchard, Dublin 10",1 Bed,1 Bath,49 m²
716,"€595,000 ","96 Beechwood Lawn, Dun Laoghaire, Co. Dublin",3 Bed,1 Bath,109 m²
717,"€280,000 ","Apartment 322, Block E, Dublin 1",1 Bed,1 Bath,53 m²
718,"€200,000 ","Apartment 78, Thornfield Square, Clondalkin, Dublin 22",2 Bed,2 Bath,62 m²
719,"€595,000 ","6 Grange Park Avenue, Raheny, Raheny, Dublin 5",4 Bed,2 Bath,138 m²
720,"€349,950 ","Apartment 83, West Courtyard, Tullyvale, Cabinteely, Dublin 18",2 Bed,2 Bath,90 m²
721,"€515,000 ","8 The Lawn, Woodpark, Ballinteer, Dublin 16",3 Bed,1 Bath,100 m²
722,"€259,000 ","Apartment 62, The Moyle, Prospect Hill, Finglas, Dublin 11",2 Bed,2 Bath,70 m²
723,"€265,000 ","Apartment 126, Block 4, Parkgate Place, Parkgate Street South City Centre, Dublin 8",1 Bed,1 Bath,42 m²
724,"€335,000 ","Apartment 50, The Lighthouse, Church Road, East Wall, Dublin 3",2 Bed,2 Bath,72 m²
725,"€695,000 ","Rathbrist, 15 Bird Avenue, Clonskeagh, Dublin 14",4 Bed,1 Bath,108 m²
726,"€495,000 ","Apartment 27, The Dickens, The Gasworks, Dublin 4",2 Bed,2 Bath,76 m²
727,"€250,000 ","147 Cremona Road, Ballyfermot, Dublin 10",2 Bed,1 Bath,67 m²
728,"€440,000 ","Swan Lodge, Swanville Place, Rathmines, Dublin 6",2 Bed,1 Bath,101 m²
729,"€650,000 ","15 Trimleston Drive, Booterstown, Co. Dublin",3 Bed,2 Bath,135 m²
730,"€260,000 ","19 Berry's Close, Spa Road, Inchicore, Dublin 8",2 Bed,1 Bath,61 m²
731,"€225,000 ","97 The Island, Chapelizod, Dublin 20",1 Bed,1 Bath,50 m²
732,"€350,000 ","65 Donomore Ave, Killinarden, Tallaght, Dublin 24",5 Bed,2 Bath,165 m²
733,"€495,000 ","31A Beaumont Drive, Churchtown, Churchtown, Dublin 14",3 Bed,3 Bath,83 m²
734,"€299,000 ","Apartment 18 Danes Court, Clontarf, Dublin 3",2 Bed,1 Bath,51 m²
735,"€275,000 ","Apartment 56 Temple Court, Northwood, Santry, Dublin 9",2 Bed,2 Bath,75 m²
736,"€285,000 ","141 Parkview, Verdemont, Blanchardstown, Dublin 15",3 Bed,2 Bath,97 m²
737,"AMV: €250,000 ","26 Church View, Clondalkin, Dublin 22",3 Bed,1 Bath,100 m²
738,"€269,000 ","43 Avonbeg Road, Tallaght, Tallaght, Dublin 24",3 Bed,1 Bath,74 m²
739,"€250,000 ","27 Kilmartin Park, Tallaght, Dublin 24",3 Bed,1 Bath,81 m²
740,"€495,000 ","93 The Watermill, Raheny, Dublin 5",2 Bed,2 Bath,90 m²
741,"€345,000 ","26 Dalriada Square, Knocklyon, Dublin 16",2 Bed,2 Bath,73 m²
742,"€325,000 ","18 Linenhall Parade, Dublin 7",3 Bed,1 Bath,84 m²
743,"€1,595,000 ","6 Cambridge Road, Rathmines, Dublin 6",4 Bed,2 Bath,176 m²
744,"€295,000 ","Apartment 2, Grantham Mews, Dublin 8",2 Bed,1 Bath,46 m²
745,"€200,000 ","234 Station House, The Tramyard, Inchicore, Dublin 8",1 Bed,1 Bath,46 m²
746,"€825,000 ","2 Charleville, Churchtown Road Lower, Churchtown, Dublin 14",5 Bed,3 Bath,192 m²
747,"€344,950 ","Apartment 26, Village Court, Rathfarnham, Dublin 14",2 Bed,1 Bath,66 m²
748,"€455,000 ","44 Castlefield Court, Clonsilla, Dublin 15",4 Bed,3 Bath,117 m²
749,"€475,000 ","28 Saint Joseph's Square, Clontarf, Clontarf, Dublin 3",2 Bed,2 Bath,83 m²
750,"€260,000 ","Apartment 26, Block A, Reuben Square, Dublin 8",1 Bed,1 Bath,55 m²
751,"€330,000 ","30 Merchant Square, East Wall, East Wall, Dublin 3",2 Bed,1 Bath,60 m²
752,"€395,000 ","68 Pembroke Square, Grand Canal St Upper, Ballsbridge, Dublin 4",2 Bed,2 Bath,56 m²
753,"€925,000 ","6 Ashdale Road, Terenure, Terenure, Dublin 6",6 Bed,6 Bath,125 m²
754,"€375,000 ","3 Birchview Avenue, Kilnamanagh, Dublin 24",3 Bed,1 Bath,117 m²
755,"€795,000 ","20 Marine Court, Sandycove, Co. Dublin",4 Bed,2 Bath,155 m²
756,"€495,000 ","8 Abbey Park, Killester, Dublin 5",3 Bed,3 Bath,110 m²
757,"€695,000 ","36 Temple Square, Temple Road, Dublin 6",3 Bed,2 Bath,84 m²
758,"€645,000 ","62 Holywell, Kilmacud Road Upper, Goatstown, Dublin 14",3 Bed,2 Bath,93 m²
759,"€275,000 ","28 Davis Court, Inchicore, Dublin 8",2 Bed,2 Bath,67 m²
760,"€385,000 ","71 Ardcollum Avenue, Artane, Dublin 5",3 Bed,2 Bath,108 m²
761,"€950,000 ","74 Dartmouth Terrace, Ranelagh, Dublin 6",4 Bed,4 Bath,177 m²
762,"€265,000 ","1 Saint Johns Court, John Street West, Dublin 8",1 Bed,1 Bath,38 m²
763,"€695,000 ","9 Larchfield Road, Goatstown, Goatstown, Dublin 14",3 Bed,1 Bath,131 m²
764,"€210,000 ","Apartment 2, 29 Main Street, Clongriffin, Dublin 13",1 Bed,1 Bath,51 m²
765,"€375,000 ","48 Saint Patrick's Road, Clondalkin, Clondalkin, Dublin 22",3 Bed,1 Bath,102 m²
766,"€390,000 ","1 Church Court, East Road, East Wall, Dublin 3",3 Bed,2 Bath,93 m²
767,"€495,000 ","103 Shelmartin Avenue, Marino, Dublin 3",3 Bed,1 Bath,85 m²
768,"€495,000 ","6 Marino Green, Marino, Dublin 3",3 Bed,2 Bath,85 m²
769,"€595,000 ","7 Oakdale Drive Dun Laoghaire, Dun Laoghaire, Co. Dublin",4 Bed,3 Bath,139 m²
770,"€400,000 ","31 Newhall Court, Blessington Road, Tallaght, Dublin 24",3 Bed,4 Bath,138 m²
771,"€425,000 ","10 The Telford, Heuston South Quarter, Kilmainham, Dublin 8",2 Bed,3 Bath,87 m²
772,"€320,000 ","48 Belmayne Park South, Balgriffin, Balgriffin, Dublin 13",3 Bed,2 Bath,112 m²
773,"€295,000 ","3 Reilly's Terrace, Dolphin's Barn Street, Dublin 8",2 Bed,1 Bath,66 m²
774,"€255,000 ","13 Woodford Meadows, Clondalkin, Clondalkin, Dublin 22",2 Bed,1 Bath,60 m²
775,"€525,000 ","116 Whitehall Road West, Perrystown, Dublin 12",3 Bed,2 Bath,125 m²
776,"€250,000 ","34 Wadelai Road, Glasnevin, Glasnevin, Dublin 11",2 Bed,1 Bath,54 m²
777,"€495,000 ","7 Richmond Row, Portobello, Dublin 8",2 Bed,1 Bath,68 m²
778,"€295,000 ","112 Whitechurch Way, Rathfarnham, Rathfarnham, Dublin 16",3 Bed,1 Bath,84 m²
779,"€430,000 ","63 Gleann Na Ré­, Druid Valley, Cabinteely, Dublin 18",3 Bed,4 Bath,120 m²
780,"€330,000 ","Marcella, 296 Clogher Road, Crumlin, Dublin 12",2 Bed,1 Bath,61 m²
781,"€270,000 ","2 Priestfield Cottages, South Circular Road, Dublin 8",2 Bed,1 Bath,82 m²
782,"€385,000 ","86 Milltown Hall, Mount St Annes, Milltown, Dublin 6",1 Bed,1 Bath,48 m²
783,"€525,000 ","25 Parkside Boulevard, Balgriffin, Dublin 13",4 Bed,3 Bath,165 m²
784,"€460,000 ","11 Knightswood, Santry, Dublin 9",3 Bed,2 Bath,124 m²
785,"€645,000 ","5 The Courtyard Foxrock Park Foxrock Dublin 18, Foxrock, Dublin 18",3 Bed,3 Bath,150 m²
786,"€350,000 ","30 Shanliss Avenue, Santry, Dublin 9",3 Bed,1 Bath,93 m²
787,"€600,000 ","19 Landscape Park, Churchtown, Dublin 14",3 Bed,2 Bath,105 m²
788,"€685,000 ","1 Stonepark Abbey, Rathfarnham, Dublin 14",4 Bed,3 Bath,146 m²
789,"€495,000 ","14 The Square, Irishtown, Dublin 4",3 Bed,1 Bath,78 m²
790,"€300,000 ","12 Foster Terrace, Ballybough, Dublin 3",2 Bed,1 Bath,70 m²
791,"€525,000 ","18 Glenamuck Cottages, Carrickmines, Dublin 18",3 Bed,2 Bath,99 m²
792,"€554,000 ","113 Eaton Wood, Quinns Road, Shankill, Dublin 18",3 Bed,2 Bath,91 m²
793,"€290,000 ","Apartment 10, Newlands Court, Kilmore Road, Kilmore, Dublin 5",2 Bed,2 Bath,75 m²
794,"€255,000 ","25 Premier Square, Finglas Road, Finglas, Dublin 11",2 Bed,2 Bath,70 m²
795,"€795,000 ","2 Seafort Parade, Blackrock, Co. Dublin",2 Bed,2 Bath,107 m²
796,"€350,000 ","68 Shelbourne Village, Ringsend, Dublin 4",2 Bed,1 Bath,53 m²
797,"€328,000 ","Apartment 116, The Waxworks Building, Ashtown, Dublin 15",2 Bed,2 Bath,69 m²
798,"€435,000 ","Apartment 25, Merrion Woods, Blackrock, Co. Dublin",2 Bed,2 Bath,72 m²
799,"€400,000 ","1 Ballsbridge Gardens, Ballsbridge, Ballsbridge, Dublin 4",1 Bed,1 Bath,53 m²
800,"€275,000 ","11 Fortfield Court, Fortfield Road, Terenure, Dublin 6",1 Bed,1 Bath,50 m²
801,"€695,000 ","1 Killiney Hill Plaza, Killiney Hill Road, Killiney, Co. Dublin",2 Bed,2 Bath,90 m²
802,"€1,350,000 ","House 1, 150 Howth Road, Clontarf, Dublin 3",4 Bed,4 Bath,200 m²
803,"€750,000 ","10 Hampton Crescent, St Helens Wood, Booterstown, Co. Dublin",4 Bed,2 Bath,109 m²
804,"€615,000 ","67 Rockville Drive, Blackrock, Co. Dublin",4 Bed,2 Bath,112 m²
805,"€415,000 ","Apartment 36, The Holly, Rockfield, Dublin 16",2 Bed,2 Bath,67 m²
806,"€485,000 ","8 Sycamore Hall, Clay Farm, Leopardstown, Dublin 18",2 Bed,2 Bath,83 m²
807,"€875,000 ","22 The Green, Cypress Downs, Templeogue, Dublin 6W",4 Bed,3 Bath,172 m²
808,"€550,000 ","13 Stocking Wood Copse, Rathfarnham, Dublin 16",4 Bed,4 Bath,120 m²
809,"€385,000 ","16 Kilfenora Road, Kimmage, Dublin 12",3 Bed,2 Bath,104 m²
810,"€349,950 ","25 St Audoens Terrace, Christchurch, Dublin 8",2 Bed,1 Bath,53 m²
811,"€349,950 ","2 Clonfert Road, Kimmage, Dublin 12",3 Bed,1 Bath,74 m²
812,"€350,000 ","38 Kilbarron Avenue, Coolock, Dublin 5",3 Bed,1 Bath,88 m²
813,"€475,000 ","111 Eaton Wood, Quinns Road, Shankill, Dublin 18",3 Bed,2 Bath,75 m²
814,"€385,000 ","Apartment 14, Grosvenor House, Grosvenor Terrace, Monkstown, Co. Dublin",2 Bed,1 Bath,71 m²
815,"€550,000 ","79 Larkfield Grove, Harolds Cross, Dublin 6W",3 Bed,1 Bath,76 m²
816,"€280,000 ","49 Myrtle House, Longfield Road, The Coast, Baldoyle, Dublin 13",2 Bed,2 Bath,71 m²
817,"€275,000 ","20 Riverside, Watery Lane, Clondalkin, Dublin 22",2 Bed,1 Bath,86 m²
818,"€450,000 ","86 Clancy Road, Finglas, Dublin 11",4 Bed,3 Bath,125 m²
819,"€290,000 ","Apartment 39, East Courtyard, Tullyvale, Cherrywood, Co. Dublin",2 Bed,2 Bath,71 m²
820,"€189,000 ","Apartment 27, Hazelgrove Court, Tallaght, Dublin 24",1 Bed,1 Bath,64 m²
821,"€385,000 ","99 East Courtyard, Tullyvale, Cabinteely, Dublin 18",3 Bed,2 Bath,97 m²
822,"€425,000 ","66 Ashgrove, Kill Avenue, Dun Laoghaire, Co. Dublin",3 Bed,1 Bath,88 m²
823,"€575,000 ","38 Saint Domhnachs Well, Sutton, Sutton, Dublin 13",4 Bed,3 Bath,108 m²
824,"€550,000 ","5 Grange Manor Road, Rathfarnham, Dublin 14",3 Bed,3 Bath,98 m²
825,"€990,000 ","19 Merton Drive, Ranelagh, Ranelagh, Dublin 6",3 Bed,2 Bath,120 m²
826,"€895,000 ","14 Butterfield Avenue, Rathfarnham, Dublin 14",4 Bed,3 Bath,140 m²
827,"€525,000 ","41 Llewellyn Close, Rathfarnham, Rathfarnham, Dublin 14",3 Bed,2 Bath,93 m²
828,"€440,000 ","14 The Way, The Paddocks, Clonsilla, Dublin 15",3 Bed,3 Bath,126 m²
829,"€315,000 ","2 Talavera House, Myrtle Road, The Coast, Baldoyle, Dublin 13",2 Bed,2 Bath,72 m²
830,"€345,000 ","51 Railway Avenue, Inchicore, Inchicore, Dublin 8",2 Bed,1 Bath,61 m²
831,"€475,000 ","26 Shanowen Road, Santry, Santry, Dublin 9",3 Bed,2 Bath,115 m²
832,"€375,000 ","24 Deerhaven Avenue, Clonee, Dublin 15",3 Bed,3 Bath,91 m²
833,"€350,000 ","97 Carnlough Road, Cabra West, Cabra, Dublin 7",3 Bed,1 Bath,99 m²
834,"€425,000 ","20 Cadogan Road, Fairview, Dublin 3",3 Bed,2 Bath,95 m²
835,"€650,000 ","11 Glenmurray Park, Terenure, Dublin 12",4 Bed,2 Bath,130 m²
836,"€395,000 ","503 The Distillery, Distillery Road, Drumcondra, Dublin 3",2 Bed,1 Bath,75 m²
837,"€495,000 ","8 Eastmoreland Lane, Ballsbridge, Dublin 4",2 Bed,2 Bath,80 m²
838,"€510,000 ","43 Rathmore Park, Raheny, Dublin 5",3 Bed,2 Bath,110 m²
839,"€440,000 ","17 The Green, Hansfield Wood, Clonsilla, Dublin 15",3 Bed,3 Bath,110 m²
840,"€295,000 ","25 Woodbrook Hall, Porterstown, Dublin 15",2 Bed,2 Bath,80 m²
841,"€285,000 ","72 Lanesborough Square, Finglas, Finglas, Dublin 11",3 Bed,3 Bath,110 m²
842,"€475,000 ","3 Greenmount Avenue, Harold's Cross Road, Harold's Cross, Dublin 12",3 Bed,2 Bath,100 m²
843,"€575,000 ","17 Leinster Place, Rathmines, Rathmines, Dublin 6",3 Bed,1 Bath,90 m²
844,"€425,000 ","40 Huntstown Road (House Plus Site), Clonsilla, Dublin 15",3 Bed,1 Bath,72 m²
845,"€325,000 ","45 Keeper Road, Drimnagh, Dublin 12",3 Bed,2 Bath,84 m²
846,"€205,000 ","12 Green Isle Court, Clondalkin, Clondalkin, Dublin 22",2 Bed,1 Bath,53 m²
847,"€795,000 ","Longford House, Sallynoggin Road Lower, Sallynoggin, Co. Dublin",4 Bed,3 Bath,99 m²
848,"€450,000 ","2 Melvin Road, Terenure, Terenure, Dublin 6",2 Bed,1 Bath,60 m²
849,"€850,000 ","22 Vale View Close, The Park, Cabinteely, Dublin 18",4 Bed,3 Bath,195 m²
850,"€350,000 ","118 Pembroke Square, Grand Canal Street Upper, Ballsbridge, Dublin 4",1 Bed,2 Bath,52 m²
851,"€299,000 ","17 Casino Park, Marino, Marino, Dublin 3",2 Bed,2 Bath,78 m²
852,"€770,000 ","82 Balally Drive, Dundrum, Dundrum, Dublin 16",4 Bed,2 Bath,147 m²
853,"€425,000 ","40 Huntstown Road (House Plus Site), Clonsilla, Dublin 15",3 Bed,1 Bath,72 m²
854,"€375,000 ","26 Birch House, Silverbanks, The Coast, Baldoyle, Dublin 13",2 Bed,2 Bath,97 m²
855,"€315,000 ","Saint Kierans, 52 Finglas Place, Finglas, Dublin 11",2 Bed,1 Bath,64 m²
856,"€490,000 ","10 Warren Crescent, Castleknock, Dublin 15",3 Bed,1 Bath,85 m²
857,"€750,000 ","31 Orchardstown Avenue, Rathfarnham, Dublin 14",4 Bed,2 Bath,158 m²
858,"€245,000 ","14 Newlands Manor Drive, Clondalkin, Dublin 22",2 Bed,2 Bath,67 m²
859,"€875,000 ","9 Iona Road, Glasnevin, Dublin 9",5 Bed,5 Bath,170 m²
860,"€250,000 ","93 Longmeadows, Islandbridge, Dublin 8",1 Bed,1 Bath,44 m²
861,"€200,000 ","Apartment 61, Block C1, Geraldstown Woods, Santry, Dublin 9",2 Bed,2 Bath,61 m²
862,"€1,250,000 ","Shandon, Ferndale Road Rathmichael, Rathmichael, Co. Dublin",4 Bed,3 Bath,220 m²
863,"€395,000 ","163 Beaumont Road, Beaumont, Dublin 9",4 Bed,2 Bath,100 m²
864,"€325,000 ","13 Clogher Road, Crumlin, Dublin 12",2 Bed,2 Bath,58 m²
